ID,Text
P17-3,询问者：这么说，你在食堂碰到罪木蜜柑等人——自己的学生这件事，仅仅只是巧合吗？
P17-4,雪染：是的。这是计划外的相遇。
P18-1,询问者：请详细介绍一下参观活动中关于A2食堂的部分。
P18-2,雪染：好。原本的参观日程是以A2食堂的晚餐用餐作为日下部先生在希望之峰参观的收尾活动，因此特意把促销活动都从周五改到周三了，但是周三当天日下部先生突然打电话给我说身体不适，要推到周五晚上再进行最后的参观，所以经过紧急安排才改到了案发当天的晚上。
P18-3,询问者：这次参观日下部先生的所有行程都由你负责吗？
P18-4,雪染：是，全部都是由我一人负责的。因此连日常的教学任务都暂停了。
P18-5,询问者：行程信息没有泄露吗？
P18-6,雪染：保密是女仆的职业素养之一，这点我可以保证。
P18-7,询问者：我听说保护主人的人身安全也是女仆的职业素养之一。
P18-8,雪染：所以请喜欢说废话的调查员先生尽快抓到凶手，否则如果那个人先被我抓到了，现场可能会变得很难清理哦~（恐怖的微笑）
P19-1,询问者：当天排队的情况是怎样的？
P19-2,雪染：由于促销活动的调整已经无法变动了，所以当天没有多少人来用餐。日下部先生排在队伍第三的位置。
P19-3,询问者：在队伍里发现了其他的熟人吗？
P19-4,雪染：嗯，因为那天我们…2-B班的同学也偶然来到这里用餐，正好发现了我，于是队伍后端显得有点混乱。
P19-5,询问者：除了他们之外呢？
P19-6,雪染：啊。记得在他们之前还有个梳着双马尾的女孩子，是新入学的78期新生吧，叫江之岛盾子来着？似乎是在队伍里第六的位置。
P19-7,询问者：为什么唯独对她有这么深的印象？
P19-8,雪染：因为在后来排队盛汤的时候那个孩子似乎把发卡掉进锅里了，弄的工作人员不得不换了一锅汤回来，所以印象比较深刻吧。
P19-9,询问者：话说回来，你当时没去排队吗？
P19-10,雪染：啊…是。我有乳糖不耐症，所以不能喝奶油浓汤。
P20-1,询问者：我们想了解一下之前日下部的参观流程。
P20-2,雪染：好。日下部先生是周二开始参观流程的，周二当天上午参观了神座出流博物馆，下午则是前往生物学部楼进行了实地考察。然后周三原本的安排是一整个白天都要跟希望之峰理事会举行会议，晚上去A2食堂考察经营状况。由于日下部先生身体不适，周三的所有流程都被推到了周五进行。
P20-3,询问者：日下部去生物学部楼都参观了些什么？
P20-4,雪染：听了一堂生物实验课，还参观了3层所有的实验室，了解了一下希望之峰生物学部最近的研究重点。
P20-5,询问者：你知道他参观这些的目的吗？
P20-6,雪染：日下部先生本来就是庆应大学生物系毕业的，而且在日下部财团中也是各种生物工程技术的主要鼓吹者，所以他应该也有自己的想法吧。
P20-7,询问者：在参观的时候有什么值得注意的地方吗？
P20-8,雪染：没什么特别特殊的地方，只是日下部先生对生物学确实有着相当的执念…在三层参观的时候甚至连药品和标本储藏室都没放过，我跟管理药品的宫原克科长解释了好久他才勉强放行。
P20-9,询问者：他在药品储藏室呆了多久？
P20-10,雪染：挺长的一段时间，他似乎对那里面的标本很感兴趣。
P20-11,询问者：期间有没有发生什么其他的事情？
P20-12,雪染：哦。有个黑色短发的女孩子跑过来说在地上捡到了一份生物学部的宣传册，问是不是我们掉的，日下部先生就过去拿过来了。
P20-13,询问者：日下部走后你们检查了储藏室吗？有没有药品丢失？
P20-14,雪染：当然，这是储藏室参观的例行公事。我和宫原科长检查了所有药品，确认没有缺失才继续参观的。
P21-1,询问者：请说出你的姓名，年龄和职业。
P21-2,仁科：仁科幸太郎，37岁，希望之峰A2食堂负责人。
P22-1,询问者：A2食堂会在几点开始晚上的营业？
P22-2,仁科：晚上七点整准时开始。
P22-3,询问者：当晚的后厨有什么异常吗？
P22-4,仁科：没什么异常情况，所有人都在一如往常的上班进行日常工序。
P22-5,询问者：当晚有什么其他人进入后厨吗？
P22-6,仁科：没有。希望之峰所有餐厅的食堂区域都需要特定的电子手册才能进入，除非是工作人员否则是不可能进来的。由于所有工作人员都互相认识，也不存在盗刷他人电子手册的状况。
P22-7,询问者：那我可不可以这么理解，当天的后厨是绝对没有外人进入的，所以如果是后厨的工作人员作案，犯人一定在你们之中？
P22-8,仁科：可以这么说。
P23-1,询问者：原定于在周五进行的促销活动被移到周三这件事你还有印象吗？
P23-2,仁科：有。
P23-3,询问者：能详细的说一下当时的状况吗？
P23-4,仁科：因为日下部先生的参观原定到周三就结束了，所以在跟雪染小姐商量之后决定把促销活动提前，并早早放出了通知。
P23-5,询问者：期间有遇到什么奇怪的事情吗？
P23-6,仁科：嗯……那是在周二的下午，日下部董事给我打电话问食材是否充分。我告诉他一切都没有问题。他说他突然想把促销活动移回周五，问我是不是可行。我说这怎么可能嘛，食材都已经提前运到了，如果再延后就没法用了。他说好吧，那就按原定计划进行吧。
P23-7,询问者：也就是说这次调整是日下部先生亲自给你打的电话？
P23-8,仁科：是他用自己的手机打的没错。因为之前说是日下部先生的日程安排都由雪染小姐负责，所以接到他的电话的时候我还吓了一跳。
P24-1,询问者：当天在免费汤品窗口的排队状况如何？
P24-2,仁科：总体来说还算正常，除了一个双马尾的冒失女不小心把发卡掉进锅里之外没什么特别的。
P24-3,询问者：你们当时是怎么处置的？
P24-4,仁科：当时是立刻换了另一锅汤来顶替，原来的那锅在捞出发卡并还给那个女孩之后就倒掉了。
P24-5,询问者：还有什么其他注意到的事情吗？
P24-6,仁科：……好久不见那个孩子了。
P24-7,询问者：你指谁？
P24-8,仁科：理绘。大概有一年了吧，自从那件事发生之后…哎，算了，反正跟这次的事情没太大关系。
P25-1,询问者：曾在窗口排队的几位被害人你都认识吗？
P25-2,仁科：不全都认识，不过佐川教授，今井老师和荒川那小子还是很熟悉的。
P25-3,询问者：他们很常来这里吗？
P25-4,仁科：是。因为生物学部和新闻学部离这里都很近，所以总能见到他们来吃晚饭。
P25-5,询问者：他们每次都会来喝免费例汤吗？
P25-6,仁科：是这样。因为赠送窗口跟结账的窗口在一起，所有人都会在结账的时候顺道来拿一份的。
P25-7,询问者：这些被害人有没有什么异常？
P25-8,仁科：嗯……虽说他们是常客但是凑得这么整齐的时候还是第一次。不过要说特别奇怪的事情……以往很吵闹的那个藤间悠斗今天似乎意外的有些沉默寡言？
P25-9,询问者：知道是因为什么吗？
P25-10,仁科：这倒是不太清楚，当时队列里人很多我也没来得及问。
P25-11,询问者：具体来讲，他们来店里的频率如何？
P25-12,仁科：没什么事的话，每天晚上都能见到吧。
P26-1,询问者：请说出您的名字，年龄和职业。
P26-2,盾子：什么什么？你不认识我？
P26-3,询问者：例行公事而已，请配合一下。
P26-4,盾子：好好好，咳咳，啊~美貌与智慧兼备的江之岛盾子大人，年龄保密，职业是平面模特，这样行了吧？
P26-5,询问者：……
P27-1,询问者：1日的晚餐时段，您前往A2食堂有什么特别的理由吗？
P27-2,盾子：哈？还能有什么理由，当然是去吃饭啊。
P27-3,询问者：但是你们的主要活动区域离这里很远不是吗？如果没什么特别的理由没必要跑这么远来吃饭吧？
P27-4,盾子：所以我不是说了吗，那个免费的奶油浓汤啊，我超喜欢喝那个。
P28-1,询问者：但是听说你在盛汤的时候把发卡掉进锅里了？
P28-2,盾子：是有这种事情。
P28-3,询问者：那就奇怪了，你那个双马尾发型…发卡是那么容易掉下来的吗？
P28-4,盾子：没准可能哦，质量不好…什么的？
P28-5,询问者：那你的马尾应该立刻散掉才对吧。
P28-6,盾子：啊~啊，请问这跟案件有什么关系吗？没关系的话我可以不回答这个蠢问题吧？我说你到底懂不懂少女心啊？处男？啊，真是抱歉，是不是戳到痛处了？
P29-1,询问者：听说你跟荒川摩耶之前曾经见过面？
P29-2,盾子：呃…哦！那个超~~~~~帅的小哥！嗯嗯！是！
P29-3,询问者：…所以能简单的说一下细节吗？
P29-4,盾子：那真是命运的相遇！这周二的时候我偶然路过生物学部的时候就看到他了！那不是家喻户晓的记者荒川吗！
P29-5,询问者：……事实上他好像没你有名来着。
P29-6,盾子：当然啦，你们这群只会看大腿和胸部的猪头自然是不明白像荒川这种记者的厉害之处！知道被他写过的偶像瞬间就能获得多少关注度吗！
P29-7,询问者：对不起，我懂了，请继续描述后来发生了什么。
P29-8,盾子：当时他在跟那个大叔商量什么事来着，咱当然就过去打了个招呼啦。
P29-9,询问者：你说的是这位先生吗？（拿出日下部的照片）
P29-10,盾子：是是是，啊那种人怎么样都行啦。总之当时我可是花了好大劲才成功跟他约到的独家访谈的机会来着！
P29-11,询问者：独家访谈发生在什么时候？
P29-12,盾子：为了防止他反悔，所以就定在第二天了！啊，现在还记得那个大叔阴沉的脸啊，一边嘟囔着什么一边掏出手机给什么人打电话的表情超好笑！
P29-13,询问者：但是据目击者说，荒川记者可是周四才来上课啊。
P29-14,盾子：嘛，那是当然的，因为周三一整天都·没·放·他·走·嘛！
P29-15,询问者：……好的我知道了。
P29-16,盾子：诶？你不问我们在房间里做了什么吗？
P29-17,询问者：不必了。
P30-1,询问者：刚才你提到你在学校里见到日下部了，你真的不认识他了吗？
P30-2,盾子：谁要认识那种臭大叔啊。你当我是啥？欲求不满的大叔控？
P30-3,询问者：但是你们不是合作过吗，08年的时候。
P30-4,盾子：哈？我接的“合作”太多了，你说的是哪种“合作”？我不记得我有接过这种大叔的…
P30-5,询问者：这个代言你总记得吧。（拿出双岛牛奶的宣传PV照片）
P30-6,盾子：啊……哦。是有这么件事来着。怎么，你该不会是因为我跟那大叔有啥孽缘吧？
P30-7,询问者：只是单纯的觉得奇怪而已。仅仅两年前的事情，不至于忘得这么干净吧。
P30-8,盾子：我当时并没有跟他们老总有过什么接触啦，反正这种商业活动我每个月都要接那么两三个，总不能谁都记住吧？
P31-1,询问者：请说出您的名字，年龄和职业。
P31-2,罪木：好…的！那个……罪、罪……
P31-3,询问者：罪木蜜柑，18岁，希望之峰77期生，超高校级的保健委员，没错吧。
P31-4,罪木：是！
P32-1,询问者：1日的晚餐时段，您前往A2食堂有什么特别的理由吗？
P32-2,罪木：啊…那个，因为雪染老师一直在忙接待相关的事情，所以大家非要来看看，所以…
P32-3,询问者：所以你们只是跟着雪染老师来到这里的，对吧？
P32-4,罪木：…是。
P33-1,询问者：当时排队的时候有没有遇到什么奇怪的事情？
P33-2,罪木：啊…也没什么奇怪的事情啦……
P33-3,询问者：你前面的这个女生还有印象吗？（出示江之岛盾子的照片）
P33-4,罪木：嗯…是，她好像把手链之类的东西掉进锅里了……
P33-5,询问者：手链？大家都说是发卡啊？
P33-6,罪木：啊！对不起……我当时在后面看的不是很清楚……因为感觉好像是手上的什么东西掉进去了……真是十分抱歉！
P34-1,询问者：冷静一下。没关系的。第一位中毒者倒地的时候你在哪里？
P34-2,罪木：当、当时我在跟七海同学，索尼娅同学和澪田同学一起坐在附近……
P34-3,询问者：案件发生的时候，你也参与了现场急救吧。
P34-4,罪木：是，因为那个…人家也算是懂点医学常识……所以做了些微不足道的贡献！
P34-5,询问者：能介绍一下急救时的细节吗？
P34-6,罪木：嗯……当时的中毒者一共有四名，所以排除了是急症发作的可能性…患者出现呕吐和抽搐症状，所以当时的要务是确保患者呼吸道顺畅，幸好当时在场的那位同样中了毒的小姐症状较轻，及时提醒了我们这是TETS中毒，所以我当时立刻对澪田同学七海同学索尼娅同学进行了紧急催吐……啊啊啊啊希望他们不要恨我呜呜呜呜呜呜呜呜呜呜呜……
P34-7,询问者：那个…我想他们不会怪你的，嗯。毕竟是紧急状况嘛，紧急状况……
P34-8,罪木：但是后来想想他们其实并没吃东西所以……啊啊啊啊啊我完蛋了！
P34-9,询问者：啊……总之，请你不要再哭了。拜托了，请看看这张照片！
P34-10,罪木：好……（吸鼻涕），嗯，这个人……怎么了吗？
P34-11,询问者：这位是佐川教授，当时是她提醒你中毒的毒剂是TETS的吗？
P34-12,罪木：……是的。
P35-1,询问者：请说出您的名字，年龄和职业。
P35-2,理绘：…佐川理绘，18岁，希望之峰预备学科在读生。
P36-1,询问者：1日的晚餐时段，您前往A2食堂有什么特别的理由吗？
P36-2,理绘：……
P36-3,询问者：你是预备学科的学生吧，一般是不会出现在本校校区的，为什么？
P36-4,理绘：…因为我母亲在那里。
P36-5,询问者：你是想说那天你是去找你母亲的吗？
P36-6,理绘：是。
P36-7,询问者：有什么特别的原因吗？
P36-8,理绘：......我忘带家门钥匙了。
P37-1,询问者：能详细说一下排队时的状况吗？
P37-2,理绘：我大概六点半左右就到了…排在队伍第一的位置。
P37-3,询问者：排队的其他人里你还认识谁？
P37-4,理绘：妈…佐川教授，在我后面隔两个人的位置。
P37-5,询问者：你母亲似乎没认出来你啊。
P37-6,理绘：那个…可能是因为我比较矮还换了套带兜帽的衣服，所以没认出来我吧…
P37-7,询问者：你后来一直在餐厅里等着直到案发吗？
P37-8,理绘：是，我找了个空桌子坐下。
P37-9,询问者：为什么不直接去找佐川教授要钥匙回家呢？
P37-10,理绘：……因为她不喜欢我到本校区来。
P37-11,询问者：因为你预备学科的身份？
P37-12,理绘：……
P38-1,询问者：佐川教授提到当天你帮她贴了一张注射贴，有这种事吗？
P38-2,理绘：是。
P38-3,询问者：你知道里面装的是什么吗？
P38-4,理绘：听她说是营养液。
P38-5,询问者：佐川教授说你把时间设置错了，导致他吃饭的时候药剂就注射进去了，是这样吗？
P38-6,理绘：…我不知道，可能是我设错了吧。
P38-7,询问者：你是第一次做这种事吗？
P38-8,理绘：是。
P38-9,询问者：佐川教授命令你做的吗？
P38-10,理绘：不是，是我自己主动的。
P39-1,询问者：听说你跟你母亲的关系很差？无论怎么说，连自己女儿都认不出来也太反常了。
P39-2,理绘：是。
P39-3,询问者：是因为什么呢？
P39-4,理绘：……她平时很忙，所以没什么时间来照顾我。
P39-5,询问者：但是据你们的邻居说，你们的关系恶化是从去年开始的？
P39-6,理绘：……这不是理所当然的吗。
P39-7,询问者：为什么这么说？
P39-8,理绘：当然是会恶化啊！你们这种人怎么能明白我们家的事情！超高校级教育者的女儿却进了预备学科这种事……你们懂什么啊！
P39-9,（询问因佐川理绘的哭闹暂时中断）
P40-1,询问者：回到正题。你认识这个人吗？（出示雪染千纱）
P40-2,理绘：（抽泣）嗯。雪染千纱老师。
P40-3,询问者：听说你跟她的关系不错？
P40-4,理绘：是。（点头）
P40-5,询问者：虽然她从来也没教过你那班？那你们是怎么认识的？
P40-6,理绘：她在那个晚上救了我。
P40-7,询问者：能详细说说发生了什么吗？
P40-8,理绘：……我选择行使保持沉默的权利。（抽泣）
P41-1,询问者：请说出您的名字，年龄和职业。
P41-2,逆藏：逆藏十三，22岁，希望之峰保安部部长。
P41-3,询问者：呃…逆藏部长，你大衣右侧靠下面的位置沾上了一道白色粉末…
P41-4,逆藏：（低头看了看）…专心问问题。我没时间管那种事。
P41-5,询问者：好…
P42-1,询问者：当时，你是第一批到达A2食堂的保安部成员，是这样吗？
P42-2,逆藏：是。当时我是偶然路过那里，正好发生了中毒事故。
P42-3,询问者：你看到了什么？
P42-4,逆藏：一片混乱，大约四个人在地上痛苦的打滚，千…雪染老师正和他们班的一个学生在对一个患者进行急救。
P42-5,询问者：你当时做了什么？
P42-6,逆藏：我立刻给周围的保安下达了紧急集合命令，然后开始帮助控制场面形势，主要还是让其中的顾客和中毒者立刻撤出前往医院进行处理，同时保护现场。
P42-7,询问者：当时你就认为这是一起人为事件？
P42-8,逆藏：我心底里当然希望是事故，但是恕我直言，在目前的安保条例下，这种事情是意外的可能简直微乎其微。无论如何，保护现场都是很重要的。
P42-9,询问者：从这以后你一直在餐厅进行现场指挥了吗？
P42-10,逆藏：是的。
P43-1,询问者：当天的安保措施是否到位？有没有可能是外来者作案？
P43-2,逆藏：当天日下部龙之介要来参观，所以安保系统非但没有松弛，反而更加严格了，所有出入的非校内人员都进行了严格的登记，搜查也做的更加彻底，所以很明确一定是希望之峰本校人员作案。
P43-3,询问者：预备学科呢？
P43-4,逆藏：对不起，我不负责预备学科的检查。
P43-5,询问者：当天，预备学科学生佐川理绘就在案发现场，你们对他进行了检查吗？
P43-6,逆藏：这确实是失职。那个小女孩他妈是本科的教授，所以看门的那两个混蛋就轻松的把她放进去了。现在那两个人正在接受严格的审查，被炒鱿鱼是免不了的事情了。
P43-7,询问者：当天还有其他像佐川理绘这样的人吗？
P43-8,逆藏：没有了。而且佐川理绘即使能进本校，没有电子手册，她什么也做不了。
P43-9,询问者：日下部先生本人接受了检查吗？
P43-10,逆藏：没有，因为涉及到商业机密，希望之峰理事会特许日下部先生无需接受检查。而且就这次事件来看，日下部没理由要在自己投资的食堂里砸自己的招牌吧。
